gene,wt_0_r1,wt_0_r2,wt_0_r3,wt_15_r1,wt_15_r2,wt_15_r3,wt_30_r1,wt_30_r2,wt_30_r3,wt_60_r1,wt_60_r2,wt_60_r3,wt_120_r1,wt_120_r2,wt_120_r3,wt_180_r1,wt_180_r2,wt_180_r3,mut_0_r1,mut_0_r2,mut_0_r3,mut_15_r1,mut_15_r2,mut_15_r3,mut_30_r1,mut_30_r2,mut_30_r3,mut_60_r1,mut_60_r2,mut_60_r3,mut_120_r1,mut_120_r2,mut_120_r3,mut_180_r1,mut_180_r2,mut_180_r3
SPAC1F8.08,7.01815963727126,7.1051938152772225,7.242877658889707,6.736461260692595,6.583208088088415,6.828282402688355,6.711638823840839,6.164284365917404,5.950342787971886,6.2595601740701445,6.8671872562877505,6.613521821443285,6.635293634793498,6.940044658609695,6.8157119503967785,7.0763603744100205,6.393414002479308,6.777958841572586,6.933328289289441,7.302225323497973,7.154467428810067,7.0207060066509746,6.842767660113659,6.961309661814241,6.713555969306624,6.61790331109175,6.470913830265146,6.697160724005152,6.871995492476029,6.320734587426549,6.706403243018584,6.750149039623165,6.841261626798844,7.001113655591205,6.964808119573974,6.756579644718293
SPAC11D3.19,5.41775275618955,5.733754750288556,5.630727379234104,5.861129708723679,5.3197633687017865,4.19836518546589,5.888440167888806,5.920296367720779,6.11871819890206,4.19836518546589,5.464659240439757,5.24111045688631,5.012790071290907,5.42993639514263,5.191943191804651,5.325991736208448,5.187176008724868,5.167006744291722,5.561733560791697,5.73351940390551,6.013359543804237,5.853263574795502,4.971538451932482,4.838413235511367,5.120881387992684,5.095514350347132,5.7334502282235125,5.394366271588394,4.508188760727731,5.4476734735613,5.229541171028843,5.743325981012594,5.293772739796389,5.40926008334917,5.438064500073921,5.392343110941358
SPAC11D3.01c,7.01815963727126,7.341866552536094,7.144615246238938,7.787802381155863,7.663136745755008,7.188585233437125,8.486344504205631,8.55827744008825,8.395306371565091,9.341316018564774,9.430983692748576,8.788004148837537,9.907873199949043,8.101741513651547,9.467108968303764,7.8984214884959885,9.67606753183626,7.816730341377087,7.7681531769356456,7.493113977263431,7.513347321559668,7.503384463934557,7.416403612253961,7.698534455607139,8.376570015325909,8.567344116411705,8.405843103602503,8.65399537438213,8.856436077547038,7.95076029516959,8.171564049394583,8.350363581453594,8.03906380012887,7.248080082706464,7.370537252955573,7.319268510046748
SPNCRNA.608,6.834000443647675,6.232900506871493,6.587981164531024,6.714608060408823,6.671328000322177,4.19836518546589,6.595514598299758,6.226063224317406,6.577430554091418,6.535896256213552,6.418516747728998,6.419320886221073,6.555608818711557,6.427817048571414,6.400571119494637,6.479080398683617,6.317815664362955,6.638216929971292,6.80577632253219,6.636901652250045,6.661561477487645,6.800553591577335,6.530977784810218,6.152977698914122,6.512016275826387,6.754249051787465,6.513316200141245,6.187102286919351,6.014597247906741,6.180461928684695,6.437036444867961,6.22487416247313,6.3235234480286735,6.19468081820575,6.238082879729982,5.984943276885816
SPAC11D3.02c,9.628398364973773,9.442233686120762,9.753797148589683,9.563958446714278,9.40741922648482,9.484224547164832,8.910228643209503,8.728314233383587,8.588813908161788,8.601039492506375,8.96043260978701,8.328949953164937,8.556619183211508,9.199665651706939,8.569847351402753,8.973055822759603,8.71377806018132,8.764304040774476,10.12863095301309,10.065875487069542,10.05533371958387,9.75902087730138,9.770430619893826,9.983248463058285,8.982638218168912,9.13674604537855,9.118770683643282,9.245454324313746,9.128433122020654,8.910054355103062,9.260880228745126,8.959971547198812,9.154348082146534,9.406509458515107,9.325150048929633,9.18433391765592
SPAC11D3.03c,5.71217643048331,5.504979980380701,5.602762479208907,5.245617841946763,5.656591814817069,7.051366206578548,5.8233443931948585,6.030818010302997,5.823518943598067,5.906605736097825,6.322846588652108,5.864059464081584,5.662804630148608,5.925460384512136,5.786436034903163,5.239496899919887,6.237537430838651,5.40047911828017,5.909522733774649,5.75669881891488,5.500420685955126,5.517705149214338,5.466452601076994,5.951365403805447,6.274328761783462,6.143624692511983,5.946763507669479,6.287118705039528,6.24041547378207,6.165549280553391,5.68242797131807,5.6853678806890775,5.854322809281674,5.693447113460529,5.641488647230557,5.5490248569205
SPAC11D3.05,7.676481557915787,7.4241065554553245,7.68683503341468,8.938978103866845,9.353745346666312,9.560793534521185,9.366249877329606,9.68987555603046,9.307073384857503,7.880122612968133,7.774637953632445,7.609075510685046,7.667232849195947,7.675347589385421,7.730567588271516,7.556910291402366,8.095487559240052,7.178426620319244,7.550616395920316,7.517527244659718,7.694813584310238,9.232556974157646,9.1512239740331065,9.094468103811813,9.851704614722218,10.001448692436215,9.974234292678805,7.818413780144822,7.778842483504603,7.710777172888178,7.8203925951199285,7.9174620454542115,7.896698729207782,7.47410722733327,7.868486711977216,7.52307929443358
SPAC11D3.07c,8.300143940145738,8.394689748490629,8.573790232375103,8.111055077917284,7.704377465937951,7.87074676954438,9.199209177062887,9.251794419584625,9.309750868023533,8.280995015859304,8.56855012938765,8.559398838884935,8.277317348919553,8.368819931521964,8.483604142633963,8.392801981971623,8.373347322213942,8.563215684868045,8.206098584347977,8.26314106280746,8.313238030382413,7.785711397480258,7.9422415072911905,7.740751910991791,9.204179329723758,8.826047690566572,9.284522230944813,8.304367388230348,8.948793228227283,8.550082754592474,8.473349773614562,8.457129216937247,8.365876857291681,8.095159554720116,8.236678121033528,8.530781538693184
SPAC11D3.08c,8.022097193207276,8.27428633832744,8.142448260669719,7.291059150789059,7.267362113994786,6.701479599673727,9.08089404797786,9.097535358655046,9.255231952051776,7.171524046194672,7.882045548827311,7.412792625694632,7.367397228990812,7.44729308890469,7.833045223698367,7.528548046145298,7.641657465857492,7.538126262775565,8.049418088379912,8.343320093324165,8.28535577811889,7.5850913112026275,7.505789633046792,7.525571445790434,9.015523622289315,8.761251449331343,9.116573140407883,7.141373379987216,7.533995430132916,7.686364236736058,7.374764160528808,7.559219222401827,7.649436557889846,7.7701855779963385,7.579335852808912,7.424853237299847
SPAC11D3.11c,7.42093756799445,7.292619378500515,7.657670394194518,7.480950454727334,7.411976425424001,7.243500984724072,7.384842542817273,8.230125277334656,8.177446316116214,7.703474491182029,7.485497218593813,7.602271153317975,7.273206414687779,7.6668965127714355,7.676418806381494,7.217259966720481,7.694130303704498,7.30882091846132,7.708073640768349,7.61117409366662,7.594573161834756,7.694202363939852,7.461803965114951,7.0859317309873475,7.7450585728985235,7.295578643763036,7.890625171137303,7.506047034218599,7.839384917091779,7.95076029516959,7.323614300939513,7.326601931747055,7.425808773260974,7.248080082706464,7.545168499961516,7.123458767544245
SPAC11D3.14c,8.094324024811966,8.086663837135022,7.8399413114858225,7.608285379787048,7.598937267466316,7.87074676954438,7.515533005523642,7.396827731566216,7.802973429727921,7.547415121588042,7.422802204502962,7.458827723292432,7.389991174270199,7.396909346662492,7.685588183009975,7.638740292586158,7.676853991582094,7.585429370438834,8.155754748880872,7.87410750759616,7.893226613847012,7.42938265648251,7.280896527917879,7.486301308079973,7.460570919437755,7.2759410147831405,7.560449998834895,7.483319373176354,7.500186515751942,7.45119965173797,7.46509298121369,7.33500737365671,7.419062338969788,6.978407317699142,7.437415142360738,7.45836024028905
SPNCRNA.609,6.92915319526841,7.25451606212538,7.468828915105139,5.569892393361569,6.975848734213648,6.405293632559166,6.9648439146920715,7.63106326274625,7.732430293022386,7.354897667604699,7.559026377510583,7.602271153317975,7.1368844778270795,7.279277210805699,7.1995750071174855,7.303876552527583,7.285572324199667,7.364308743457223,6.9180166384750015,7.199884972193082,7.2793639504976,7.134608640677407,6.856628566255822,7.125105547470583,7.7291878950705355,7.452274074889395,7.936407654487586,7.700597829549096,7.611986257582368,7.781596316203138,7.22337719092091,7.29246809612278,6.8615902307948655,7.348170562544055,6.722148836885765,7.491090286613558
SPAC11D3.16c,7.267425663810228,7.061533077704022,7.304752683030338,6.513012697606672,7.2811414459272354,6.899078155969915,8.68662645206134,8.164836463455178,8.09885322745722,6.816230631037717,7.367484647124196,7.138023915291051,7.321090919618319,7.417279402538168,7.212416279385766,7.217259966720481,6.849398700979232,7.140648930670327,7.07778382470693,7.302225323497973,7.398823513953365,7.1501454937098625,7.270698482433678,7.306013955038084,8.505819945603642,8.211179853144841,8.458937434800516,7.155911368887449,6.871995492476029,7.361165856151433,7.498351145988595,7.408478633866592,7.184072888811803,7.285307580056404,7.536496215066641,7.178412354170422
SPAC11D3.18c,5.71217643048331,5.774353093757746,5.984016218720946,5.772100441961561,5.988159667575772,4.19836518546589,5.7544043426097815,5.798536842710994,6.335333561921816,5.956653618998123,5.878173811898462,6.0055910388130025,6.213899154303835,5.607366971622431,5.995009727490044,5.9576968020594165,5.9186656081092055,5.498854901641126,6.230704162537254,6.004039448015165,5.9998835033888325,5.104230670871963,5.72910857693218,5.887076567644489,6.1952579394261225,6.2533240567905715,6.412177297176108,6.259329310829165,5.763117282695803,6.072163125549098,5.918890354129109,6.105421266604012,5.9794564041466485,5.866968613473504,6.303923923771228,6.0804192010499
SPNCRNA.612,6.15374084378502,6.056861095873022,6.454182426414423,4.494718722501407,5.988159667575772,6.67463527140224,6.494796051154511,6.2849944580884545,6.481878944256271,6.566703187966971,6.573143973351909,6.247634379378508,6.00153359133337,6.427817048571414,5.747766473570022,6.416307774654638,6.717682167289172,6.374624262250547,6.329832713638045,6.427200627752296,6.233885018114406,6.384367648520846,6.402132033154594,5.669887363530634,6.0391540664535635,6.048432959852799,6.719232243007465,5.941574383751959,6.417328682679709,6.6994187483037635,6.254255817777387,6.243735674643776,6.180143874285843,6.420631087576803,6.325145820974634,6.278419911884762
SPAC5H10.01,5.860813349899999,5.691650972404733,5.899715829264235,5.963744405934543,6.058418082343697,6.1892251531169915,5.45727460197316,6.164284365917404,6.2195458062675515,5.550222409322322,5.613760564226888,5.36820083222522,5.980296156842268,5.477220351102515,5.995009727490044,5.700964834757624,6.060002282932752,6.155068278250586,5.875671797337154,5.499662806794627,6.164582364139269,6.079631008726568,5.624231423607151,6.255127966273695,5.387801752162642,5.802532453091208,5.902579686081444,5.701292029893979,5.929153242988041,6.180461928684695,5.78287754190216,5.7147190099346625,6.092906713042201,5.449317945768283,5.747428433478923,5.844711114308435
SPAC5H10.03,11.761133819759742,11.63387924777441,11.562644115008426,12.129824645820758,11.929637219795572,11.781362175288036,11.661799427868063,11.72923030007075,11.44671039000725,11.142792922085778,11.360572044323817,11.18447575085139,10.845195951583818,10.838139781964635,10.689347966339849,10.879124469351702,10.785213771652465,10.64287906399094,11.817742733870462,11.59961707564773,11.763615979337544,12.152400834726858,12.019442340589077,12.397231970401767,11.881383959996201,11.726639448412739,11.890364824325202,11.207473053298282,11.056591151778775,11.47205812142774,10.927691655347619,10.777784374351393,10.948531107376082,11.114701247167515,11.006567174864642,10.927503358887144
SPAC5H10.04,6.424967675526417,6.854607005495724,6.562273669937478,7.642658687034102,7.121550861752636,6.561573471220173,6.722721218339982,6.099332681665192,6.6138178369102265,6.596816910894021,6.5639884531506025,6.512483466029539,5.9366746419901055,6.385565059505515,6.087202340860787,6.4322830821689365,5.852628606869319,6.232498266339369,6.588840389716441,6.542308788971875,6.341669855380793,6.986368723079437,6.949927999800892,7.072624835010782,6.211467955588416,6.354384354924561,6.350692675589205,6.603161206139346,6.274429919840744,6.224178023579691,6.041019742528501,5.949866200278571,5.809498743534053,6.087340034155968,6.260406069896295,5.8069013098085245
SPAC5H10.06c,8.741696467095325,8.900464587895193,8.729564694301597,8.246989237797903,8.0854736948394,7.660016028507838,7.431973551835589,7.530427078788908,7.552774538486266,7.903659977270019,8.242680705346325,8.150220121521834,7.91977286354443,8.658854461129886,8.358004764880517,8.214105485351817,8.28153385787818,8.83591984642542,9.107994938256937,9.164932178930288,9.089256177964058,8.619664000322228,8.48666586260927,8.560001109004762,7.6470607118397975,7.520391212077599,7.88024851434293,8.597392074228388,8.540644031365394,8.563476595408956,8.496395424040966,8.346252486172716,8.437129418937921,9.05688366317113,8.871323301429946,8.96724453540775
SPAC5H10.08c,8.85064594488598,8.578696244603012,8.658185309191214,8.115123596455366,8.441689773475169,9.346807748214719,8.66725197078965,8.500729850968217,8.354303709108489,8.807755373087671,9.102803374607545,8.826190510972275,8.55001179655672,8.373994859796493,8.413969244967387,8.750600686352072,8.411954330463978,8.636395096439223,8.828392421915677,8.778633901782069,8.835585225575377,8.597501715485194,8.91310629102164,8.922891478978489,8.852762624794492,8.822709191525039,8.864873352511756,8.911957310982437,9.049546023580332,8.918410154793564,8.54140551383356,8.291706689862362,8.456853708003827,8.67251746216251,8.621706816276058,8.515083546050706
SPAC5H10.09c,7.297147873754458,7.076239497196646,7.281868181470634,7.741049144864671,7.3610932036790055,7.131423200603089,7.4903448693296735,7.131172981567322,7.248603178571945,7.22909851605245,7.181284398644924,6.977291527845383,7.297352812458123,7.457157418159988,7.25024798635504,7.3452593359207885,7.1576009796058,7.203055800779725,7.351027608211975,7.417235192483998,7.408335416969463,6.896596375805637,7.443818758819973,7.1756814198143966,6.927182812153795,6.891273155822829,7.223171148497121,7.2264147461205495,6.839415787038944,7.154530169554894,6.930971139895716,6.973662711934454,7.058680576722708,7.3304948353966966,7.159795642001645,7.191819320338437
SPAC5H10.10,8.897390871758821,8.928611808886064,8.890162517925038,8.799728520771437,8.841464982743297,9.204011697724521,8.761613489672225,8.459028138279027,8.645097028815579,7.844071250543925,8.362278696610582,8.213789907526326,7.899052771677487,7.87909866428494,7.500340267136196,7.914886920084642,7.851126625217191,7.776640723695488,9.281871881539827,9.057672079845482,9.136733797914925,9.639594038314483,9.223450704168206,9.139058521170103,8.808396862365473,8.962731162822593,8.764526625636272,8.49121602279778,8.517350244863392,8.278293000616063,8.051995607838734,7.878027555673299,8.156490493740367,8.311499809227051,8.055375966743986,8.165265617885597
SPAC5H10.11,5.246303252488709,4.9695723553836695,4.936256494119018,4.19836518546589,5.656591814817069,5.594542485614609,5.323994391199537,5.662446521028389,6.037402460995447,5.117324192707782,5.343028585323391,5.145147189772233,4.889235701425787,5.1504448050535245,4.580252183255177,4.908438182172444,4.9926250311862015,4.570361459097722,5.362165849662621,5.111765983854605,5.264026586726669,5.6243785468446275,5.586928239918934,5.020295703014313,5.838729694502949,5.9719056481994,5.5345033290046945,4.937177686752042,5.250235416656432,5.2631892538627,4.99273797267116,4.915381526103499,4.982006527265507,5.124820414267708,4.19836518546589,4.5856382562861935
SPAC5H10.12c,9.077298455489919,8.936553743508282,8.800220591860707,7.862465205363111,8.211939228192149,8.296068484222804,9.021149526680373,8.73830202286217,8.782653608229765,8.557350940751899,8.870225731092386,8.793945390154462,8.847988863757148,8.973367248759713,8.646542799230689,8.967828436892635,8.873009194014392,8.862834800362116,8.832394952195926,9.063845349264241,8.900402051885997,8.201337497861445,8.382827134347965,8.180988796066863,9.03490008343904,8.81600885005957,9.006939258220237,8.758578111554618,8.802442367783069,8.789949712721144,9.02581460830322,8.89121474420385,9.028404396138335,9.383408044393093,8.91179024256319,8.90843985918693
SPAC5H10.13c,9.075606298701178,9.111584794515787,9.08986967882325,7.216503244393226,7.2534460376856105,8.13312447685081,8.67003579949542,8.371802117558488,8.763231909695516,8.718061566882994,8.877369150804943,8.736486970244977,8.793131681843521,8.89287391788093,8.822081681433634,8.844892000055395,8.91509469519021,8.824228852657269,9.057620416701633,9.080179116950212,9.31988049100971,7.225338148790157,7.6692150280924105,7.248270252934883,8.646968665993649,8.455288154687242,9.01404156135489,8.858255747165915,8.586127620841626,9.02283750641309,8.705719224967115,8.549368261613099,8.726893629863854,8.869961501346301,8.931604662432546,8.93225093481227
SPNCRNA.617,6.068540729100431,6.176903152259085,6.100471286932792,4.6167420543343995,5.874516983644976,5.9760214341960465,6.282378168473685,6.226063224317406,5.856518809795666,5.799711851443214,6.107175248107475,6.265863237714615,6.082994013281218,6.150826647544881,5.962673051431102,5.810517696716919,6.060002282932752,5.785362155227468,6.06586783294114,6.058684744381772,6.222593050069606,5.853263574795502,5.913782333672559,5.346033014249335,6.128263331424517,6.120497267441236,5.8089586251245064,6.245206293377671,5.993791871621994,6.055896797287247,6.001653311711119,6.166556599713601,6.145970637568324,6.109553880108914,6.192233344225304,6.110676934461202
SPAC13G6.01c,10.62548865943696,10.553702327643856,10.524478738995748,10.81783291159721,10.379778525316935,10.51682182770257,9.934107265258449,9.8820549387744,9.919913305308858,10.34418535699552,10.355683615895144,10.38242690634934,10.567726758626028,10.531451705484013,10.421790793743098,10.577907991937877,10.601353276574073,10.493648845050433,10.639275259167658,10.60907751507513,10.451821288194203,10.304323519810668,10.47934283430239,10.355095455067906,10.025210906361671,10.137817882945491,9.92990210063098,10.445613583782832,10.554078785558655,10.348627202538244,10.70192979098378,10.467449804358035,10.447569462741239,10.525624202624947,10.462517325640205,10.277118697658393
SPAC13G6.03,9.12715969350376,9.156462780277817,9.210435650067435,8.294363844053454,8.804252089558918,8.546647519972314,8.566254945432869,8.459028138279027,8.525628074314417,9.109227652647405,9.258560279679607,9.28831771144804,9.303274866824513,8.96654387736164,9.18845004648905,8.786688445350704,9.367708892872894,8.874217351930293,9.114580286533982,9.038991792793086,9.307364005906468,8.871208867771085,8.833243783199649,8.761048482742872,8.635721867220544,8.319568746517733,8.713054782440738,9.278519694122018,8.864363088653137,9.32881437419855,9.350179685072984,9.335981810161899,9.257114360220664,9.139458501823922,9.266584388463432,9.106275306722628
SPNCRNA.618,5.2143557824898785,4.868198102884581,4.72294439022522,5.354665744553628,4.76954872222902,4.19836518546589,5.249638140733918,5.004440202230592,5.324121443692557,6.050959602770986,5.813400001433469,5.613297083506279,5.605046232191179,5.794797062826325,5.578230449508742,5.671838166562164,4.626721674543077,5.097471451867682,5.109277086208716,5.499662806794627,5.149580134619003,5.104230670871963,5.329726489011301,5.346033014249335,4.856140806865124,5.771772051125815,5.159418719172935,5.655854714312434,5.250235416656432,4.934394183681079,5.381166937931013,5.249450671739411,5.46434099055287,5.62915770481471,5.603798648413849,5.447298272195034
SPAC13G6.14,9.08067681271418,8.773175283504218,9.023306434179009,8.411335174221199,8.761203055169158,8.387227984338402,9.342047104082239,8.988859596066812,9.260777660470211,8.73122273672473,8.929843089582533,8.587051909332194,8.739004190082017,8.712890844837652,8.767348524521756,8.732211284817318,8.528308109632334,8.796574442679708,9.212979422797979,9.1261318926157209,9.021881890407531,8.79539941790992,8.599688648102198,8.719672311845354,9.306897842079097,9.344095064793903,9.089937573218833,8.56017454491466,8.824283730640465,8.452654432266518,8.739202285331842,8.669292141667432,8.967922870885632,8.568200545387212,8.649909416569463,8.765515338032401
SPAC13G6.15c,7.908320024186078,7.758011179931785,7.885851156514089,7.777544770051685,8.14638141162601,7.169790072804087,8.286580621341999,8.27892407640877,8.19498610957427,7.703474491182029,8.07214775720924,8.029160916320736,8.228436464791178,7.85702384397078,7.98158192318744,7.978911415090778,7.978529840748727,7.994864450729732,7.978701516212524,7.806633219699953,8.093942639954582,8.062315364203085,8.192852583041171,8.09925875607011,8.40999052439843,8.514481874512487,8.312736015212016,8.258579276809206,8.044782494955243,8.294465377965649,8.108754953674854,7.9504162815056185,8.01704048725023,8.068971113576207,8.215232340922649,7.979040860902928
SPNCRNA.621,6.308678166278128,6.147950633804332,6.366890524197636,6.550860890511345,6.649832375073802,5.527666408806424,6.427738174342448,5.613138881226483,5.71848148097371,6.2595601740701445,5.9980331538998355,5.864059464081584,6.177860553851221,6.098210906098558,5.962673051431102,6.539013727518579,5.806457649409121,6.232498266339369,6.528676190432842,6.3010536640818735,6.103783153309976,6.608526765534039,6.259239231462369,6.098636291066489,5.902442908219791,5.945291323452766,5.502824334707814,6.273298906212607,6.257535189183227,5.801862887282414,6.4790090154614415,5.996356934239894,6.056235831122332,6.552163137729874,6.406736401757128,6.16908765808966
SPAC24B11.05,8.084226700135776,8.04304474897823,7.787132231454361,7.161845860555076,8.341204814007465,8.442359457368566,9.33855612672332,9.161977222313672,9.181124114183,8.50464185593184,8.395049589926073,8.312462347142542,7.950299314313749,7.725024329303813,8.207715008437257,7.801343534980936,7.964397050074171,7.557237593047662,7.857718609843539,8.050965827493068,8.227908497699037,8.334766107371246,8.442438997099401,8.18708651839908,9.105832506170302,9.468828990598283,9.250861237904108,8.326724196160413,8.296554740341353,8.297678063313734,8.065295387902124,8.13360753110271,7.934819492712228,7.894918103010665,7.935732262556308,7.842671408895601
SPAC24B11.08c,7.569095919297485,7.911691345382072,7.743426882625513,7.69270583978864,7.587948905100908,8.104067750372613,7.398470154018651,8.00810700189484,7.699917999324653,7.620486559606058,7.550041551765697,7.851826082765167,7.598017761841667,7.991385090209663,8.129559761247693,7.870549320323409,7.81478666433129,8.340308639702014,7.579704487657785,7.816470353919047,7.552404279141467,7.491316982978222,7.822694590708836,7.361476803664668,7.282597333597268,7.398938376987528,7.394565222214236,7.734582147658745,7.90262231679173,8.156126353889332,7.809875651551212,7.8894062971005585,7.412283466745594,7.589726104111066,7.58775041194501,7.799946966060748
