gene,wt_0_r1,wt_0_r2,wt_0_r3,wt_15_r1,wt_15_r2,wt_15_r3,wt_30_r1,wt_30_r2,wt_30_r3,wt_60_r1,wt_60_r2,wt_60_r3,wt_120_r1,wt_120_r2,wt_120_r3,wt_180_r1,wt_180_r2,wt_180_r3,mut_0_r1,mut_0_r2,mut_0_r3,mut_15_r1,mut_15_r2,mut_15_r3,mut_30_r1,mut_30_r2,mut_30_r3,mut_60_r1,mut_60_r2,mut_60_r3,mut_120_r1,mut_120_r2,mut_120_r3,mut_180_r1,mut_180_r2,mut_180_r3
SPAC1F8.08,95.50474635410218,103.41294596172423,116.97724108339737,73.07342211122305,62.681605137258636,79.88563015006848,71.30934533187096,39.70162750592334,30.56839399312495,44.29754220681417,82.91282332658264,64.64452314229315,66.08188503282481,88.8176614196405,78.92575168765372,100.73799319761837,51.356359826332216,76.09541840287392,88.26015912789396,123.24842644170401,108.11434182889158,95.72914604246414,81.00270538051772,90.60079673662415,71.4444464841769,64.93192059851624,55.78597516865653,70.29521751374634,83.29294830042258,47.43348102982982,70.94136531379593,74.06005194871997,80.88601213924797,94.01313719940478,90.89679240883387,74.5270142800293
SPAC11D3.19,13.914598806557933,22.831429627913142,19.632543958052707,27.20818908396603,11.661693979024863,0,28.21029046095994,29.408612967350624,37.62263876076917,0,15.075058786651388,10.015348655848236,6.007444093893166,14.21082582714248,9.057053472353706,11.798143347468818,8.966983461740547,8.591418206776089,17.652031825578792,22.823782674389633,33.096227090477015,26.923822324443037,5.400180358701182,3.6730052731063845,7.765700704801835,7.331023293380866,22.82153529626858,13.356091327611804,0.849928043881863,14.648575023918033,9.785015905351163,23.143766233974993,11.10200166617129,13.710249174913196,14.410467089205369,13.308395407148092
SPAC11D3.01c,95.50474635410218,127.58740086186756,107.16096910437102,185.79306260193945,167.63685094848242,111.46832113963045,322.8511019420971,341.13991042126725,300.98111008615336,612.4616705116046,654.0256273593371,406.0768636825739,924.2881841604199,239.21556809023176,671.515821735939,203.2910853717704,781.7579218008349,190.23854600718482,182.82461533635177,145.31141636028067,147.829814337464,146.5852548775232,136.08454503926978,172.63124783600006,296.6497669234301,343.5108057469892,303.4418952355711,366.9410354217559,427.5138060725771,212.0555622510039,252.77957755490505,290.68570389872593,227.59103415651145,117.51642149925597,130.80270127124874,125.09891682719206
SPNCRNA.608,80.32518401967535,42.97680871136591,62.987745198752435,71.51866844928213,68.51245212677107,0,63.47315353715987,42.642488802658406,62.312495447523936,59.70538297440171,52.76270575327986,52.80820200356342,60.932647238059246,53.2905968517843,51.754591270592606,56.268068272543594,47.28045825281379,66.27665473798697,78.17328379899179,66.18896975572994,67.84726553547789,77.77993115950211,59.401983945713,39.17872291313477,58.24275528601377,74.35752197572022,58.32170131268637,40.771226157972876,33.14719371139266,40.457969113678374,53.817587479431396,42.58452987051399,47.5800071407341,41.13074752473959,43.23140126761611,31.94014897715542
SPAC11D3.02c,755.1832261377351,659.4254086650208,827.0209142329703,720.6283223096145,642.8508805937456,679.9567589517457,445.09569393959015,388.1936911690282,349.1851159983889,352.45435755856494,462.1085328061983,285.8926798123951,340.7079007536552,551.8537362873662,344.16803194944083,466.4804369691517,383.9499282254361,398.8872738860327,1083.07823844087,1035.4389406614764,1027.6378511593114,830.1511883369938,837.0279555986832,975.7950675552628,469.82489264051105,526.7863880815108,519.8238595261176,570.7971662116203,523.5556750312277,445.0376602504621,577.3159384157186,461.94957403014087,533.6890800952342,642.4231041959326,605.2396177466255,545.6442116930717
SPAC11D3.03c,22.136861737705804,16.11630326676222,18.814521293133843,10.105898802615954,20.40796446329351,98.46368367334023,25.85943292254661,33.81990491245322,25.865564148028803,28.88970143922663,47.54441617328514,27.31458724322246,20.59695117906228,29.605887139880167,24.583430853531485,9.983044370935154,43.20455667929536,13.500800039219568,28.99976657059373,23.58457543020262,15.996509760397224,16.453446976048525,15.12050500436331,30.608377275886536,45.04106408785064,38.74969455072744,30.428713728358105,45.69189138393512,43.34633023797502,39.76041792206323,21.200867794927518,21.292264935256995,26.96200404641599,21.544677274863595,19.952954431207434,17.300914029292517
SPAC11D3.05,169.505112734433,136.98857776747886,170.9667369680423,454.76544611771794,618.0697808883177,718.9706713506164,623.7608668590032,789.6212581733643,597.2593903272106,200.301929978638,183.79975520648037,160.24557849357177,168.20843462900862,169.34567444011455,177.25947510177966,153.37586351709464,238.03265189347633,110.46109122997828,152.56398934964528,148.35458738353262,172.10038087048048,565.4002688133038,532.4577833679365,510.5477329617874,887.6195905588498,988.6408555645055,969.4926290674097,190.50003946225257,184.4343855223643,174.3877979037861,190.80781015434766,206.44239480705696,203.00803046713216,142.97831282409476,198.42104684367393,149.0540285600586
SPAC11D3.07c,279.5569396590276,300.8376609795614,345.2055645957601,240.98681760084196,173.46769793799484,198.78517269900763,551.6679023476611,573.4679528633371,598.4350977884847,275.41515372062725,343.8273023263182,341.43234054028073,274.6260157208304,294.8746359132065,322.17233065943896,300.39888061632143,295.91045423743805,342.42938281293266,259.7370397192308,271.60301382523664,282.4211378387372,185.47522045727428,210.6070339893461,178.75292329117738,553.6944602523708,417.8683277227094,587.4432233669135,280.4779178798479,458.1112156523242,339.0098791249602,319.643852908138,315.6809714314189,294.20304415353917,237.97075353599334,266.03939241609913,334.0407247194171
SPAC11D3.08c,224.5310261967303,273.9771555349577,247.04284480549657,122.0481624623619,119.53236328500485,70.59660338843261,505.4343707588656,511.70986563190087,574.9209485630039,109.7808654690612,200.61424385313,135.66244997467155,130.44735746739445,139.73978730023438,192.78585248295744,149.7456655640273,164.6664235701446,150.963491347637,229.4764137325243,289.1012472089354,276.35349620548305,157.05563022591772,146.88490575667214,149.36888110632628,481.47344369771383,397.9698359263899,518.9786174781077,106.84873062089443,150.43726376708975,170.90004194571037,131.2822967301281,153.67460779359396,165.73702487355712,183.12975683634056,156.29814304445824,137.07647269362533
SPAC11D3.11c,136.61606100984153,122.21529977294682,166.876623643448,143.81471372953473,135.56719250616405,117.04173719661196,132.43164133061748,264.67751670615564,253.9528116351919,173.3382086353598,144.37267837985368,159.335092252131,120.1488818778633,168.16143895451935,169.49628641119077,114.35123552162085,172.00304640247774,123.96189126919785,173.99859942356238,160.52727147654042,158.31028624944838,172.01330929505275,141.48472539797098,101.6198125559433,179.3876862809224,122.53281790365163,202.01284947437742,146.91700460372985,193.78359400506477,212.0555622510039,125.57437078533992,125.90208831282396,137.18902058911667,117.51642149925597,151.86415317085658,105.13632371646992
SPAC11D3.14c,237.81314323935376,236.37244791251254,193.87137158577048,160.13962717991436,158.89058046421377,198.78517269900763,148.10402492003968,133.80918900144533,188.11319380384586,152.15242757992692,136.83514898652797,141.12536742331605,133.02197636477723,133.81860987225835,170.7901511929556,164.26645737629661,169.5575054583667,157.10021863819134,249.65016439032863,199.3277020230028,202.43858903675107,137.6106474360422,120.96404003490647,144.47154074218446,141.3357528273934,120.43823981982852,153.83405273781042,144.10519590318,146.18762354768043,140.20778951464402,141.88273062759185,126.82783896218297,136.39602047010442,92.05453017441718,138.56218355005163,141.06899131576978
SPNCRNA.609,87.91496518688876,118.18622395625627,142.33594369588212,17.879667112320533,91.8358400848208,52.01854986516087,90.8998248186487,163.21780196879595,177.53182665237952,129.04066642854562,153.6496376331776,159.335092252131,106.41758109182179,120.79201953071107,112.56623601353891,123.42673040428917,121.46186689084922,130.0986185597522,86.99929971178119,112.5973278603222,120.80122888024111,106.19952139085865,82.08274145225796,105.29281782904968,177.05797606948184,140.33673161614803,209.62002790646696,172.92623508381598,160.63640029367212,184.85106577801326,114.97393688787616,122.19908571538797,82.47201237727243,128.28876013668776,72.05233544602685,145.0615099379142
SPAC11D3.16c,119.53905338361135,99.38387014503368,123.52142240274829,58.30326232278435,120.99007503238296,85.45904620705001,376.13720614613254,251.44364087084784,238.6686146386294,78.96518393388612,130.45723949986777,106.5268902485676,125.29811967262889,136.18708084344877,113.86010079530372,114.35123552162085,81.5180314703686,106.77905485564567,100.86875328902167,123.24842644170401,134.0397197164319,107.69528929777215,119.88400396316624,123.65784419458161,327.71256974263747,260.77497143597657,316.1205259557203,108.25463497116937,83.29294830042258,129.74452164041685,145.95982058815486,135.15959480641396,111.0200166617129,121.43363554923117,150.75565570245618,110.45968187932915
SPAC11D3.18c,22.136861737705804,24.174454900143328,31.90288393183565,24.098681760084197,32.06965844231837,0,23.508575384133284,24.99732102224803,48.2040059122355,30.815681535175074,27.83087775997179,32.77750469186695,42.052108657252155,18.947767769523306,32.34661954412038,30.856682601072293,29.346491329332697,15.955490955441308,42.86922014783421,32.71408849995847,32.54462330563573,7.478839534567511,22.680757506544964,28.159707093815612,41.15821373544973,43.9861397602852,52.40500697661674,44.28598703366019,23.797985228692166,35.57511077237237,29.355047716053488,37.03002597435999,31.7200047604894,27.420498349826392,46.556893672817345,35.93266759929985
SPNCRNA.612,39.213869363936,34.918657077984804,54.80751854956381,0.777376830970458,32.06965844231837,68.73879803610544,57.20420010139099,45.58335009939347,56.43395814115375,61.63136307035015,62.03966500660379,43.70333958915594,32.61183936684861,53.2905968517843,23.28956607176667,52.637870319476264,71.73586769392438,50.32116378254566,47.912657812285296,53.25549290690915,43.02509521762012,50.856108835059075,51.841731443531344,20.813696547602845,34.169083101128074,34.56053838308123,71.84557408084552,30.226943530910926,52.69553872067551,70.45267035312959,44.03257157408023,43.510280519872985,40.44300606962398,52.882389674665184,47.66539114121776,45.24854438430351
SPAC5H10.01,27.196715849181416,21.488404355682956,28.630793272160197,31.09507323881832,34.98508193707459,40.87171775119783,14.88876440995108,39.70162750592334,42.32546860586532,17.33382086353598,19.133728459980606,12.746807380170482,31.75363306772102,15.395061312737687,32.34661954412038,21.78118771840397,35.0527535322585,39.275054659547834,27.73890715448096,15.976647872072743,39.71547250857242,35.89842976592405,19.440649291324256,44.07606327727661,13.20169119816312,25.13493700587726,28.73822963233821,21.791517429261365,29.747481535865205,40.457969113678374,24.462539763377908,22.218015584615994,36.478005474562806,14.689552687406996,23.278446836408673,26.616790814296184
SPAC5H10.03,3434.375978164072,3141.3361117464024,2988.2367949486056,4445.040719489079,3864.393842299364,3483.3850356134512,3203.4352056778953,3358.4636008714415,2754.6825817650674,2224.507010820451,2592.9101113040388,2290.7833834649236,1803.0914344670773,1794.116760676738,1614.7432476424892,1846.8632086230034,1728.1822671718144,1562.4107681751373,3573.275585263593,3066.7555986821535,3440.3528060550857,4515.723310971863,4114.9374333303,5357.690358371179,3736.078609080163,3352.372223158879,3759.636629548246,2328.1776040552786,2093.372772081029,2804.1557902928807,1911.3397735119272,1719.1189558596625,1939.6782911039268,2180.908922323692,2020.790884893953,1911.085580466466
SPAC5H10.04,53.12846817049393,81.92454160604127,61.35169986891471,164.80388816573708,104.95524581122376,61.307576626796745,72.09296451134207,36.76076620918828,64.66391037007202,63.557343166298594,61.45985505327104,58.27111945220791,30.037220469465826,50.92212588059389,36.228213889414825,53.545419807743095,26.900950385221638,42.95709103388044,63.04297080563855,60.102627709226034,48.541133066032955,92.73761022863714,89.64299395443962,100.39547746490784,41.93478380592991,49.22258496984296,49.02403878457695,63.96864793750917,45.046186325738745,42.55062268852381,34.24755566872907,30.54977142884699,25.37600380839152,36.23422996227059,44.33989873601652,25.285951273581375
SPAC5H10.06c,392.13869363935993,441.8553145637308,388.56076583645984,268.195006684808,236.14930307525347,167.20248170944566,137.91697558691527,149.98392613348818,152.84196996562474,204.15389017053488,267.29238848639574,248.5627439133244,206.82771808975042,368.29723602010927,292.4134406788482,261.37425262084764,275.5309463698459,420.9794921320283,515.6915011901233,537.8804783597824,508.5786896236635,357.488529752327,322.9307854503307,341.58949039889376,165.4094250122791,148.71504395144044,200.32236537835755,351.4760875687317,336.57150537721776,342.4976350830359,325.35177885292615,289.7599532493669,310.8560466527961,496.5068808343565,432.3140126761611,464.46299970946836
SPAC5H10.08c,425.6602271278859,346.5005202353877,368.1101992134883,241.76419443181243,311.9503139389151,614.9335716202946,370.65187188983475,326.4356039375919,291.57545039596107,412.1597405329666,513.7116186528127,417.9131848213036,338.9914881554001,296.05887139880167,305.3520884964964,394.78402739607196,304.8774376991786,362.0669101427066,418.6053261494399,403.22016058088354,420.8736878338994,351.505458124673,446.05489762871764,449.3309784100144,426.33696869362075,416.82103868079787,430.2282024370632,445.67167903715176,493.80819349536245,447.8278650169227,336.7676307425025,277.72519480769995,315.6140473668695,372.1353347476439,358.0446822933334,330.04820609727267
SPAC5H10.09c,122.7014622032836,100.72689541726386,121.06735440799169,178.79667112320533,129.7363455166516,105.89490508264892,144.96954820215524,105.87100668246225,117.57074612740365,115.55880575690652,110.74370108655442,91.95911038551561,122.7235007752461,140.92402278582958,117.74169514059817,127.96447784562334,108.41898185559025,112.91578214620002,128.60766044350262,136.18190329052482,135.14292728611449,85.25877069406963,139.3246532544905,110.19015819319154,87.75241796426074,84.83041239483575,114.95291852935284,115.284156722544,80.74316416877699,108.12043470034739,88.06514314816046,91.64931428654097,99.12501487652938,126.33015311170017,108.63275190324048,111.79052142004397
SPAC5H10.10,440.8397894623127,451.2564914693421,438.4601483965105,409.6775899214314,422.7364067396513,553.6259949934979,398.0785431713236,316.1425893990192,364.46931299495134,194.52398969079266,293.3838363863693,261.30955129349485,203.39489289324004,200.1357970655899,146.2067203394241,206.01373383657088,195.64327552888466,184.10181871663048,586.2996284924385,496.79766954588104,526.7816145234258,761.3458646189727,561.618757304923,527.6884242362839,412.35870742497747,462.90175652490615,398.95424666069516,324.0609527383706,330.6220090700447,274.8351694963669,229.94787377575233,199.96214026154394,249.79503748885404,282.0394115982143,230.5674734272859,251.52867319509892
SPAC5H10.11,10.119708222951225,5.372101088920739,4.908135989513177,0,20.40796446329351,18.57805352327174,11.754287692066642,20.586029077145437,34.09551637694706,7.703920383793768,12.17600901998766,8.194376172966738,4.291031495637975,8.289648399166447,1.293864781764815,4.537747441334161,5.706262202925802,1.2273454581108698,12.608594161127709,7.6079275581298775,10.480471911984388,19.444982789875528,18.360613219584017,6.121675455177307,26.40338239632624,31.41867125734657,16.904840960198946,4.920665225962243,10.199136526582356,10.463267874227167,5.707925944788178,4.628753246794998,5.551000833085645,7.834428099950398,0,1.330839540714809
SPAC5H10.12c,504.0879658557579,453.9425420138025,409.82935512435023,197.45371506649633,260.93040278068133,278.6708028490761,483.4930337336745,391.1345524657633,404.44336667826855,340.8984769828743,431.95841523289556,407.89783616545543,424.8121180681596,466.58878132451144,364.86986845767785,464.66533799261805,432.8607471076573,429.5709103388044,419.8661855655527,499.08004781332,441.83463165786816,258.76784789603585,298.08995580030523,254.661698935376,488.46257433203544,414.72646059697473,478.40699917363025,397.16797895266683,410.51524519493984,406.6723447116292,485.17370530699515,438.8058077961659,486.10907295450005,631.6507655585008,445.615982296966,444.5004065987462
SPAC5H10.13c,503.4554840918234,517.0647298086211,508.8100975795326,114.27439415265732,118.07465153762674,245.23030650718698,371.4354910693059,295.5565603218738,398.5648293718984,385.19601918968846,434.2776550462265,390.5985975780812,407.64799208560765,439.35136515582167,416.62445972827044,423.8256110206106,446.71881245761995,417.29745575769573,496.7786099484317,505.1663898598239,602.902936831523,115.17412883233966,168.48562719147688,117.5361687394043,364.98793312568625,315.2340016153773,480.94272531766006,428.09787465871517,348.47049799156383,484.1005269809102,381.6156203086953,338.8247376653939,387.7770581969829,431.8728490097657,452.2669671073685,452.4854438430351
SPNCRNA.617,35.41897878032928,40.29075816690555,36.81101992134882,1.554753661940916,27.69652320018405,31.582690989561957,45.44991240932435,42.642488802658406,27.04127160930284,25.03774124732975,37.10783701329572,44.61382583059668,36.04466456335899,39.07977102464182,31.052754762355562,25.4113856714713,35.0527535322585,24.546909162217396,35.304063651157584,34.996466767397436,42.473491432778836,26.923822324443037,29.16097393698638,12.243350910354614,38.051933453528996,37.702405508815886,25.357261440298423,43.58303485852273,32.29726566751079,34.87755958075722,32.61671968450388,39.80727792243699,38.857005831599515,37.21353347476439,41.014406330815284,37.26350714001465
SPAC13G6.01c,1543.2555040000618,1466.5835972753619,1436.447799597523,1768.532290457792,1295.905743419138,1428.6523159395967,941.9102537242735,907.2557100427667,932.336016790311,1263.442942942178,1273.8424674720422,1298.3533802945076,1481.264072294229,1443.5830569405568,1335.2684547812892,1492.011358710672,1517.0505656635596,1405.310549536946,1558.422238315385,1525.3894754050405,1364.1161599124944,1228.0254515759852,1391.0864604014243,1273.30849467688,1005.6582412718377,1090.2278926299261,939.0639153390515,1358.1036023655793,1466.9758037400957,1267.4505151647174,1629.2051482409686,1379.3684675449097,1359.995204105983,1437.617556340898,1374.5368608165122,1204.4097843469024
SPAC13G6.03,523.0624187737914,534.5240583476136,556.2554121448267,278.30090548742396,411.0747127606264,338.1205741235457,343.2252006083459,316.1425893990192,332.7252115405523,516.1626657141825,576.3310936127492,589.0845982121643,595.595171594551,464.220310353321,547.3048026865167,405.67462125527396,624.4281210630235,433.252946713137,518.2132200223489,489.9505347435641,597.3868989831101,432.27692509800215,420.134031906952,397.90890458652495,361.88165284376555,283.8153303580307,383.73988979651614,584.8562097143696,430.0635902042227,606.8695367051756,616.4560020371232,610.0696779275809,575.7180864028826,527.8445932341581,579.744175973416,515.0349022566311
SPNCRNA.618,9.487226459016773,4.029075816690555,2.4540679947565884,12.438029295527327,2.9154234947562156,0,10.187049333124422,5.8817225934701245,11.757074612740366,34.66764172707196,25.51163794664081,19.12021107025572,18.88053858080709,24.86894519749934,18.114106944707412,20.87363823013714,1.630360629407372,7.364072748665219,7.565156496676625,15.976647872072743,8.274056772619254,7.478839534567511,11.8803967891426,12.243350910354614,3.8828503524009177,24.087647963965704,8.452420480099473,20.385613078986438,10.199136526582356,4.882858341306011,13.04668787380155,10.183257142948998,15.067002261232465,19.586070249875995,18.844456962807023,14.639234947862901
SPAC13G6.14,505.35292938362676,401.56455639682525,484.26941763196675,304.7317177404195,397.95530703422344,299.106661724675,612.7901983464076,472.0082381259775,577.272363485552,389.0479793815853,451.67195364620886,348.71623047180674,391.34207240218336,383.692297332847,399.80421756532786,389.33873046647096,333.4087487138076,408.70603755091963,557.2998619218447,522.6646232435226,483.75651930580574,408.3446385873861,352.09175938731704,385.66555367617036,597.1823841992612,613.7113785601697,508.83571290198836,341.6347571168072,417.3146695459948,314.5955874184301,391.40063621404653,371.2260103929589,464.6980697411697,343.7355328853237,365.8041645721363,399.2518622144427
SPAC13G6.15c,204.9240915147623,181.30841175107494,201.23357557004024,184.23830893999855,247.81099705427835,109.61051578730327,276.61757035330163,274.97053124472836,257.479934019014,173.3382086353598,233.66341119309652,225.80058787730567,264.32754013129926,196.5830906088043,217.36928333648893,216.90432769577288,216.8379637111805,219.69483700184568,216.86781957139658,188.67660344162095,237.74123126659322,231.84402557159282,257.04858507417623,238.745342751915,304.41546762823197,329.896048202139,282.3108440353224,270.6365874279234,228.63064380422117,278.3229254544426,240.54830767321607,211.99689870321095,223.62603356145027,233.07423597352434,261.6054025424975,216.9268451365139
SPNCRNA.621,46.803650531149415,38.94773289467536,49.89938256005063,60.635392815695724,67.05474037939297,16.720248170944565,53.28610420403544,19.115598428777908,22.338441764206696,44.29754220681417,32.46935738663376,27.31458724322246,40.335696058996966,36.7113000534514,31.052754762355562,59.89826622561092,25.270589755814267,42.95709103388044,59.26039255730023,46.40835810459225,36.957453584366,64.31801999728059,44.28147894134969,36.73005273106384,28.733092607766793,30.37138221543502,16.059598912189,44.98893920879765,44.19625828185688,25.1118428981452,56.26384145576918,32.401272727564994,34.89200523653834,60.716817774615585,52.099381014819414,39.92518622144427
SPAC24B11.05,235.91569794755043,228.3142962791314,185.69114493658185,108.83275633586412,288.62692598086534,312.11129919096527,611.2229599874654,536.7071866541489,544.352554569879,327.41661631123515,300.921365779695,282.2507348466321,211.97695588451597,176.45108735368578,260.06682113472783,187.86274407123426,214.39242276706943,153.4181822638587,196.69406891359225,229.7594122555223,264.21821293897483,287.1874381273924,312.1304247329283,255.88603402641144,514.8659567283617,672.3595649072166,573.0741085507443,285.39858310581013,278.7763983932511,279.0204766460578,232.3941277520901,245.32392208013493,209.35203141923003,202.71582708621654,209.50602152767806,194.30257294436214
SPAC24B11.08c,154.95803216394063,205.48286665121827,179.14696361723094,171.8002796444712,157.43286871683566,239.65689045020545,133.99887968955971,222.03502790349722,172.82899680728337,161.78232805966914,152.49001772651212,195.75454190976097,158.7681653386051,219.08356483511324,244.54044375355005,198.75333793043623,189.93701332595884,288.4261826560544,156.34656759798358,190.19818895324696,152.79424840103556,145.0894869706097,191.16638469802183,129.77951964975892,121.14493099490863,134.0529973646787,133.5482435855717,177.84690030977822,203.98273053164712,249.72332659822172,189.1769741701225,201.81364156026194,135.60302035109217,157.66786551150176,157.40664051285864,187.64837524078808
SPAC24B11.09,234.01825265574706,271.29110499049733,233.1364595018759,304.7317177404195,313.4080256862932,200.6429780513348,133.99887968955971,372.0189540369854,212.8030504906006,163.70830815561757,167.5650765131635,199.39648687552395,261.7529212339165,234.47862614785092,293.70730546061304,243.22326285551102,275.5309463698459,342.42938281293266,287.4759468737118,278.4501486275535,282.4211378387372,266.2466874306034,251.64840471547507,383.2168834940994,253.16184297653984,242.97105772348016,282.3108440353224,169.41147420812868,167.435824644727,284.60088617897895,218.53202188617595,265.69043636603294,204.59403070515663,225.23980787357394,263.8223974792983,291.4538594165432
